data_venda,id_produto,nome_produto,categoria,filial,vendedor,quantidade,preco_unitario
2025-10-29,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Carlos Souza,25,7.0
2025-11-09,PD002,Soda Limão,Bebidas,PINHAIS,Ricardo Alves,19,4.75
2025-04-12,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Carlos Souza,46,7.0
2025-05-15,PD006,Chocolate Barra 90g,Doces,COLOMBO,Fernanda Lima,33,8.5
2025-03-26,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ricardo Alves,45,7.0
2025-09-21,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Fernanda Lima,31,5.25
2025-02-24,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Mariana Costa,25,4.75
2025-11-12,PD003,Água Tônica Clássica,Bebidas,CURITIBA,Mariana Costa,37,3.99
2025-08-30,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Mariana Costa,32,5.25
2025-11-03,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,46,7.0
2025-01-03,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,36,3.99
2025-04-08,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Ana Silva,31,6.5
2025-11-19,PD006,Chocolate Barra 90g,Doces,COLOMBO,Carlos Souza,30,8.5
2025-04-28,PD002,Soda Limão,Bebidas,PINHAIS,Carlos Souza,34,4.75
2025-09-05,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Mariana Costa,9,8.5
2025-05-24,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,10,4.75
2025-08-01,PD006,Chocolate Barra 90g,Doces,COLOMBO,Ricardo Alves,24,8.5
2025-01-03,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,24,4.75
2025-05-02,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,29,9.2
2025-11-18,PD006,Chocolate Barra 90g,Doces,PINHAIS,Fernanda Lima,36,8.5
2025-07-06,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,37,3.99
2025-03-08,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Carlos Souza,44,5.25
2025-04-28,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ricardo Alves,11,7.0
2025-11-23,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Fernanda Lima,20,7.0
2025-08-03,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Fernanda Lima,35,3.99
2025-07-08,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Fernanda Lima,16,3.99
2025-11-29,PD002,Soda Limão,Bebidas,ARAUCÁRIA,João Pereira,33,4.75
2025-04-26,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,15,6.5
2025-06-07,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Carlos Souza,36,6.5
2025-03-02,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Ricardo Alves,13,9.2
2025-02-04,PD006,Chocolate Barra 90g,Doces,PINHAIS,Ricardo Alves,22,8.5
2025-12-24,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Carlos Souza,25,7.0
2025-03-13,PD006,Chocolate Barra 90g,Doces,COLOMBO,Ana Silva,39,8.5
2025-09-29,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ricardo Alves,25,6.5
2025-05-03,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ricardo Alves,11,3.99
2025-03-09,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,João Pereira,50,6.5
2025-04-17,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Ana Silva,40,5.25
2025-03-14,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,34,9.2
2025-05-15,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Carlos Souza,34,8.5
2025-08-12,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Fernanda Lima,26,8.5
2025-11-25,PD006,Chocolate Barra 90g,Doces,PINHAIS,Fernanda Lima,13,8.5
2025-07-10,PD002,Soda Limão,Bebidas,COLOMBO,Ana Silva,18,4.75
2025-03-02,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ricardo Alves,6,3.99
2025-04-17,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Mariana Costa,32,7.0
2025-04-28,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Mariana Costa,19,6.5
2025-11-28,PD006,Chocolate Barra 90g,Doces,CURITIBA,Mariana Costa,5,8.5
2025-08-12,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ana Silva,7,7.0
2025-01-01,PD002,Soda Limão,Bebidas,CURITIBA,Ricardo Alves,38,4.75
2025-05-15,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,50,4.75
2025-10-12,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,João Pereira,29,7.0
2025-10-05,PD002,Soda Limão,Bebidas,PINHAIS,João Pereira,11,4.75
2025-08-18,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,João Pereira,21,3.99
2025-03-13,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Ana Silva,31,7.0
2025-01-16,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Mariana Costa,5,3.99
2025-06-07,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,27,7.0
2025-07-25,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ricardo Alves,24,3.99
2025-02-12,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Fernanda Lima,43,4.75
2025-06-11,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Ana Silva,30,8.5
2025-11-28,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Mariana Costa,25,6.5
2025-10-11,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ricardo Alves,33,3.99
2025-10-13,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,João Pereira,39,5.25
2025-09-07,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,47,4.75
2025-10-16,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,36,6.5
2025-05-19,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Mariana Costa,27,6.5
2025-01-23,PD007,Suco Laranja 1L,Sucos,PINHAIS,Ricardo Alves,40,9.2
2025-06-05,PD002,Soda Limão,Bebidas,PINHAIS,Fernanda Lima,47,4.75
2025-10-20,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Fernanda Lima,17,3.99
2025-07-01,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,João Pereira,6,5.25
2025-07-30,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Fernanda Lima,26,6.5
2025-07-17,PD007,Suco Laranja 1L,Sucos,PINHAIS,Ana Silva,12,9.2
2025-10-11,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,27,8.5
2025-10-08,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Fernanda Lima,40,6.5
2025-02-25,PD007,Suco Laranja 1L,Sucos,CURITIBA,João Pereira,6,9.2
2025-04-11,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,15,4.75
2025-08-28,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,João Pereira,7,8.5
2025-11-21,PD002,Soda Limão,Bebidas,COLOMBO,Mariana Costa,33,4.75
2025-05-10,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Fernanda Lima,31,6.5
2025-01-04,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,26,5.25
2025-09-16,PD007,Suco Laranja 1L,Sucos,COLOMBO,Ricardo Alves,10,9.2
2025-05-05,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Ricardo Alves,48,9.2
2025-08-01,PD002,Soda Limão,Bebidas,PINHAIS,Ana Silva,44,4.75
2025-04-26,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,22,8.5
2025-11-20,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Mariana Costa,25,9.2
2025-02-26,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Mariana Costa,15,5.25
2025-12-30,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Mariana Costa,41,6.5
2025-08-01,PD002,Soda Limão,Bebidas,COLOMBO,João Pereira,47,4.75
2025-03-07,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Carlos Souza,10,3.99
2025-04-04,PD002,Soda Limão,Bebidas,COLOMBO,Ana Silva,14,4.75
2025-10-23,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Mariana Costa,28,3.99
2025-04-09,PD003,Água Tônica Clássica,Bebidas,COLOMBO,João Pereira,47,3.99
2025-05-10,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,29,8.5
2025-07-29,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Ana Silva,45,7.0
2025-10-01,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,35,4.75
2025-09-29,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,40,9.2
2025-07-28,PD002,Soda Limão,Bebidas,PINHAIS,Fernanda Lima,25,4.75
2025-05-19,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Mariana Costa,8,7.0
2025-06-09,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Carlos Souza,32,6.5
2025-07-08,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Ricardo Alves,21,8.5
2025-07-11,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Fernanda Lima,34,3.99
2025-09-12,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,18,4.75
2025-06-06,PD003,Água Tônica Clássica,Bebidas,CURITIBA,Mariana Costa,43,3.99
2025-12-09,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ricardo Alves,22,7.0
2025-09-11,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Carlos Souza,31,7.0
2025-05-28,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,João Pereira,41,5.25
2025-12-07,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Fernanda Lima,21,5.25
2025-10-12,PD007,Suco Laranja 1L,Sucos,CURITIBA,Ricardo Alves,36,9.2
2025-09-10,PD006,Chocolate Barra 90g,Doces,CURITIBA,Fernanda Lima,30,8.5
2025-12-05,PD006,Chocolate Barra 90g,Doces,PINHAIS,Carlos Souza,44,8.5
2025-12-16,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Ana Silva,15,8.5
2025-02-07,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Carlos Souza,8,5.25
2025-08-03,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Fernanda Lima,45,4.75
2025-06-27,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,32,7.0
2025-05-20,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Mariana Costa,39,7.0
2025-07-11,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,27,7.0
2025-05-12,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Carlos Souza,21,8.5
2025-11-13,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,João Pereira,23,7.0
2025-09-21,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,44,7.0
2025-11-20,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,38,9.2
2025-05-30,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Mariana Costa,7,3.99
2025-01-07,PD006,Chocolate Barra 90g,Doces,COLOMBO,Mariana Costa,41,8.5
2025-06-29,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Ana Silva,40,6.5
2025-08-07,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Mariana Costa,30,5.25
2025-07-28,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,João Pereira,8,6.5
2025-05-12,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ana Silva,50,6.5
2025-08-28,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,28,4.75
2025-01-16,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Ricardo Alves,32,9.2
2025-09-07,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,João Pereira,21,5.25
2025-02-06,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Carlos Souza,14,3.99
2025-04-11,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Fernanda Lima,18,3.99
2025-11-16,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ana Silva,18,6.5
2025-06-30,PD002,Soda Limão,Bebidas,PINHAIS,Carlos Souza,23,4.75
2025-10-18,PD006,Chocolate Barra 90g,Doces,COLOMBO,Fernanda Lima,9,8.5
2025-02-05,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ricardo Alves,45,7.0
2025-01-14,PD002,Soda Limão,Bebidas,COLOMBO,Ana Silva,9,4.75
2025-07-28,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ana Silva,44,6.5
2025-10-30,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,19,7.0
2025-12-27,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,41,4.75
2025-04-01,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Carlos Souza,20,9.2
2025-08-04,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,29,7.0
2025-05-22,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,João Pereira,48,6.5
2025-08-25,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,18,6.5
2025-07-08,PD006,Chocolate Barra 90g,Doces,PINHAIS,João Pereira,47,8.5
2025-10-07,PD002,Soda Limão,Bebidas,CURITIBA,Carlos Souza,50,4.75
2025-03-24,PD006,Chocolate Barra 90g,Doces,COLOMBO,Ricardo Alves,40,8.5
2025-10-05,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,João Pereira,24,6.5
2025-06-03,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,5,5.25
2025-02-07,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,João Pereira,20,8.5
2025-10-09,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Carlos Souza,42,3.99
2025-06-30,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Fernanda Lima,46,8.5
2025-12-30,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Ana Silva,16,7.0
2025-01-19,PD002,Soda Limão,Bebidas,COLOMBO,Fernanda Lima,40,4.75
2025-04-28,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ricardo Alves,39,3.99
2025-08-17,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Carlos Souza,22,7.0
2025-01-08,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,47,7.0
2025-02-13,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,49,5.25
2025-01-16,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Mariana Costa,10,3.99
2025-11-22,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ricardo Alves,20,6.5
2025-10-25,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Mariana Costa,21,5.25
2025-09-05,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Mariana Costa,21,3.99
2025-09-05,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Fernanda Lima,41,7.0
2025-10-04,PD007,Suco Laranja 1L,Sucos,CURITIBA,Carlos Souza,8,9.2
2025-09-15,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Ricardo Alves,18,5.25
2025-04-02,PD007,Suco Laranja 1L,Sucos,CURITIBA,Carlos Souza,42,9.2
2025-04-06,PD003,Água Tônica Clássica,Bebidas,CURITIBA,João Pereira,22,3.99
2025-06-01,PD003,Água Tônica Clássica,Bebidas,CURITIBA,João Pereira,6,3.99
2025-07-17,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,21,4.75
2025-10-26,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ricardo Alves,18,6.5
2025-01-02,PD006,Chocolate Barra 90g,Doces,CURITIBA,Carlos Souza,34,8.5
2025-01-07,PD006,Chocolate Barra 90g,Doces,CURITIBA,Carlos Souza,47,8.5
2025-11-27,PD006,Chocolate Barra 90g,Doces,COLOMBO,Mariana Costa,49,8.5
2025-11-06,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Carlos Souza,12,3.99
2025-04-14,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,21,9.2
2025-05-02,PD006,Chocolate Barra 90g,Doces,PINHAIS,Mariana Costa,9,8.5
2025-02-04,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Fernanda Lima,32,6.5
2025-06-17,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Carlos Souza,37,3.99
2025-06-11,PD006,Chocolate Barra 90g,Doces,PINHAIS,Ricardo Alves,35,8.5
2025-02-03,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,João Pereira,47,7.0
2025-12-19,PD002,Soda Limão,Bebidas,PINHAIS,Carlos Souza,11,4.75
2025-06-29,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,João Pereira,35,7.0
2025-12-28,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Fernanda Lima,35,5.25
2025-04-21,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ana Silva,24,6.5
2025-10-14,PD007,Suco Laranja 1L,Sucos,PINHAIS,Carlos Souza,25,9.2
2025-09-01,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Ricardo Alves,48,6.5
2025-12-30,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ana Silva,45,5.25
2025-09-01,PD002,Soda Limão,Bebidas,CURITIBA,Carlos Souza,39,4.75
2025-04-21,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,5,5.25
2025-01-23,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Fernanda Lima,9,9.2
2025-08-19,PD007,Suco Laranja 1L,Sucos,PINHAIS,Fernanda Lima,15,9.2
2025-11-07,PD002,Soda Limão,Bebidas,COLOMBO,Mariana Costa,16,4.75
2025-03-07,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Carlos Souza,43,9.2
2025-03-29,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Ricardo Alves,16,7.0
2025-03-29,PD007,Suco Laranja 1L,Sucos,PINHAIS,Ana Silva,9,9.2
2025-04-22,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Fernanda Lima,40,5.25
2025-06-02,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,43,5.25
2025-05-17,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,33,3.99
2025-01-15,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Mariana Costa,48,7.0
2025-03-06,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,20,7.0
2025-06-25,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Ricardo Alves,8,8.5
2025-01-22,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,23,4.75
2025-03-11,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Carlos Souza,19,6.5
2025-08-27,PD007,Suco Laranja 1L,Sucos,CURITIBA,Fernanda Lima,32,9.2
2025-09-10,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Ana Silva,40,4.75
2025-10-06,PD006,Chocolate Barra 90g,Doces,CURITIBA,Ana Silva,29,8.5
2025-07-08,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ana Silva,45,3.99
2025-09-29,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,6,7.0
2025-12-20,PD007,Suco Laranja 1L,Sucos,CURITIBA,Mariana Costa,19,9.2
2025-10-10,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Mariana Costa,33,7.0
2025-08-27,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ricardo Alves,35,3.99
2025-05-14,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Carlos Souza,7,7.0
2025-03-25,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,34,7.0
2025-10-01,PD003,Água Tônica Clássica,Bebidas,CURITIBA,Ana Silva,40,3.99
2025-02-14,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Carlos Souza,50,7.0
2025-10-12,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,27,3.99
2025-01-03,PD006,Chocolate Barra 90g,Doces,PINHAIS,Mariana Costa,14,8.5
2025-01-15,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ana Silva,26,3.99
2025-10-27,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Mariana Costa,28,8.5
2025-06-24,PD002,Soda Limão,Bebidas,COLOMBO,Fernanda Lima,23,4.75
2025-01-04,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Ana Silva,39,9.2
2025-02-10,PD006,Chocolate Barra 90g,Doces,COLOMBO,Mariana Costa,25,8.5
2025-01-20,PD007,Suco Laranja 1L,Sucos,CURITIBA,João Pereira,24,9.2
2025-09-01,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ana Silva,49,7.0
2025-06-07,PD006,Chocolate Barra 90g,Doces,PINHAIS,Fernanda Lima,33,8.5
2025-05-01,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Carlos Souza,22,3.99
2025-06-09,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,6,8.5
2025-02-18,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Mariana Costa,14,9.2
2025-04-11,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,João Pereira,33,7.0
2025-04-26,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Carlos Souza,17,9.2
2025-02-05,PD006,Chocolate Barra 90g,Doces,COLOMBO,Mariana Costa,10,8.5
2025-04-25,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,39,9.2
2025-08-13,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,João Pereira,9,7.0
2025-03-09,PD002,Soda Limão,Bebidas,COLOMBO,João Pereira,21,4.75
2025-04-09,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Carlos Souza,11,9.2
2025-08-15,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Carlos Souza,39,7.0
2025-11-19,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,João Pereira,26,6.5
2025-08-23,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Fernanda Lima,26,6.5
2025-05-12,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ricardo Alves,11,7.0
2025-09-13,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Fernanda Lima,34,3.99
2025-02-23,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Fernanda Lima,13,6.5
2025-11-28,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Carlos Souza,22,5.25
2025-09-27,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,6,6.5
2025-10-13,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,João Pereira,32,5.25
2025-05-25,PD002,Soda Limão,Bebidas,ARAUCÁRIA,João Pereira,8,4.75
2025-09-23,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Carlos Souza,11,4.75
2025-11-20,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Mariana Costa,37,4.75
2025-06-21,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Mariana Costa,16,3.99
2025-06-12,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Fernanda Lima,22,5.25
2025-10-11,PD006,Chocolate Barra 90g,Doces,PINHAIS,João Pereira,42,8.5
2025-07-25,PD006,Chocolate Barra 90g,Doces,COLOMBO,Carlos Souza,31,8.5
2025-12-03,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Ana Silva,8,5.25
2025-05-15,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ana Silva,13,7.0
2025-04-30,PD007,Suco Laranja 1L,Sucos,COLOMBO,Ricardo Alves,43,9.2
2025-08-05,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ricardo Alves,31,3.99
2025-03-03,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,João Pereira,31,7.0
2025-01-13,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Ana Silva,25,4.75
2025-09-21,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,8,7.0
2025-02-04,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Ana Silva,23,6.5
2025-12-14,PD003,Água Tônica Clássica,Bebidas,PINHAIS,João Pereira,22,3.99
2025-12-22,PD002,Soda Limão,Bebidas,ARAUCÁRIA,João Pereira,17,4.75
2025-05-27,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Mariana Costa,28,5.25
2025-09-24,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ana Silva,27,6.5
2025-07-27,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Fernanda Lima,36,6.5
2025-12-28,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,49,4.75
2025-11-04,PD007,Suco Laranja 1L,Sucos,COLOMBO,Mariana Costa,23,9.2
2025-11-02,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Mariana Costa,32,3.99
2025-08-30,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Carlos Souza,14,4.75
2025-02-15,PD006,Chocolate Barra 90g,Doces,PINHAIS,Carlos Souza,24,8.5
2025-10-02,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ana Silva,20,6.5
2025-09-18,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Ana Silva,21,3.99
2025-08-25,PD007,Suco Laranja 1L,Sucos,PINHAIS,João Pereira,14,9.2
2025-03-13,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Carlos Souza,41,7.0
2025-03-11,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Ricardo Alves,10,7.0
2025-03-14,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Fernanda Lima,25,6.5
